data_year,victim_id,offense_id
2021,148832291,162967338
2021,150238158,164494264
2021,150237854,164494073
2021,150237855,164494074
2021,148832293,162967340
2021,150237856,164494075
2021,150237856,164494076
2021,148833332,162971661
2021,148833333,162971662
2021,148833333,162971663
2021,148832296,162967344
2021,148833334,162971664
2021,148833335,162971665
2021,148832297,162967345
2021,150237858,164494078
2021,150237858,164494079
2021,148833337,162971668
2021,148833338,162971669
2021,148833339,162971670
2021,150237859,164494080
2021,150237859,164494083
2021,150237860,164494081
2021,150237860,164494082
2021,150237861,164494081
2021,150237861,164494082
2021,150237862,164494081
2021,150237862,164494082
2021,150237863,164494081
2021,150237863,164494082
2021,150237864,164494081
2021,150237864,164494082
2021,150237865,164494081
2021,150237865,164494082
2021,150237866,164494081
2021,150237866,164494082
2021,150237867,164494081
2021,150237867,164494082
2021,150237868,164494081
2021,150237868,164494082
2021,150237869,164494081
2021,150237869,164494082
2021,150237870,164494081
2021,150237870,164494082
2021,150237871,164494081
2021,150237871,164494082
2021,150237872,164494081
2021,150237872,164494082
2021,150237873,164494081
2021,150237873,164494082
2021,150237874,164494081
2021,150237874,164494082
2021,150237875,164494081
2021,150237875,164494082
2021,150237876,164494081
2021,150237876,164494082
2021,150237877,164494081
2021,150237877,164494082
2021,150237878,164494081
